employee_id,store_id,salary,start_date,end_date,is_current
607,40,29335,2025-12-02,9999-12-31,True
608,49,25447,2025-12-19,9999-12-31,True
609,41,35244,2025-01-03,9999-12-31,True
610,91,60135,2025-02-24,9999-12-31,True
611,62,31544,2025-08-06,9999-12-31,True
612,24,45957,2025-04-23,9999-12-31,True
613,37,29688,2025-04-01,9999-12-31,True
614,58,69741,2025-12-23,9999-12-31,True
615,4,58888,2025-09-23,9999-12-31,True
616,65,48283,2025-08-26,9999-12-31,True
617,96,32049,2025-01-26,9999-12-31,True
618,88,63444,2025-10-13,9999-12-31,True
619,73,36161,2025-05-08,9999-12-31,True
620,57,40743,2025-03-04,9999-12-31,True
621,86,67059,2025-08-22,9999-12-31,True
622,83,66153,2025-03-10,9999-12-31,True
623,84,31184,2025-08-26,9999-12-31,True
624,93,67804,2025-12-08,9999-12-31,True
625,31,36495,2025-09-29,9999-12-31,True
626,51,31977,2025-10-14,9999-12-31,True
627,90,33248,2025-11-01,9999-12-31,True
628,59,41672,2025-06-12,9999-12-31,True
629,61,69327,2025-08-15,9999-12-31,True
630,7,43136,2025-11-10,9999-12-31,True
631,72,38765,2025-09-16,9999-12-31,True
632,56,27073,2025-08-07,9999-12-31,True
633,20,27466,2025-10-08,9999-12-31,True
634,63,60130,2025-08-17,9999-12-31,True
635,7,56600,2025-03-23,9999-12-31,True
636,1,52415,2025-09-01,9999-12-31,True
637,91,59402,2025-08-19,9999-12-31,True
638,43,52311,2025-05-13,9999-12-31,True
639,48,57975,2025-05-07,9999-12-31,True
640,91,31501,2025-11-23,9999-12-31,True
641,99,58858,2025-05-22,9999-12-31,True
642,99,27601,2025-09-24,9999-12-31,True
643,74,45994,2025-09-06,9999-12-31,True
644,31,50042,2025-11-17,9999-12-31,True
645,54,33748,2025-05-03,9999-12-31,True
646,56,35028,2025-05-21,9999-12-31,True
647,77,40314,2025-08-14,9999-12-31,True
648,12,72627,2025-02-09,9999-12-31,True
649,76,29786,2025-05-27,9999-12-31,True
650,17,67784,2025-05-01,9999-12-31,True
651,21,30506,2025-05-20,9999-12-31,True
652,45,44311,2025-06-21,9999-12-31,True
653,47,34130,2025-06-13,9999-12-31,True
654,53,58515,2025-10-04,9999-12-31,True
655,67,30669,2025-02-11,9999-12-31,True
656,32,60113,2025-03-12,9999-12-31,True
657,92,28412,2025-03-19,9999-12-31,True
658,41,27256,2025-04-29,9999-12-31,True
659,93,74790,2025-07-16,9999-12-31,True
660,92,71905,2025-12-22,9999-12-31,True
661,56,58518,2025-03-20,9999-12-31,True
662,88,22468,2025-12-28,9999-12-31,True
663,47,72106,2025-04-20,9999-12-31,True
664,22,45596,2025-02-02,9999-12-31,True
665,91,54245,2025-08-01,9999-12-31,True
666,62,52775,2025-07-28,9999-12-31,True
667,51,30759,2025-06-19,9999-12-31,True
668,73,28947,2025-10-05,9999-12-31,True
669,70,61701,2025-08-27,9999-12-31,True
670,59,66110,2025-08-01,9999-12-31,True
671,52,62259,2025-02-01,9999-12-31,True
672,2,31151,2025-04-16,9999-12-31,True
673,92,59278,2025-08-04,9999-12-31,True
674,63,51430,2025-07-19,9999-12-31,True
675,3,68435,2025-10-27,9999-12-31,True
676,92,32499,2025-12-23,9999-12-31,True
677,44,27920,2025-01-11,9999-12-31,True
678,74,73023,2025-10-22,9999-12-31,True
679,24,38735,2025-07-14,9999-12-31,True
680,44,35523,2025-09-02,9999-12-31,True
681,90,54557,2025-01-04,9999-12-31,True
682,67,76075,2025-06-30,9999-12-31,True
683,45,63624,2025-06-02,9999-12-31,True
684,86,61172,2025-07-19,9999-12-31,True
685,40,24563,2025-08-03,9999-12-31,True
686,59,66033,2025-10-03,9999-12-31,True
687,95,55158,2025-10-07,9999-12-31,True
688,66,54762,2025-11-05,9999-12-31,True
689,77,79398,2025-04-23,9999-12-31,True
690,100,72158,2025-09-07,9999-12-31,True
691,37,27347,2025-04-23,9999-12-31,True
692,72,65765,2025-05-20,9999-12-31,True
693,26,64058,2025-08-12,9999-12-31,True
694,54,30400,2025-09-06,9999-12-31,True
695,70,59364,2025-01-15,9999-12-31,True
696,64,38362,2025-07-19,9999-12-31,True
697,92,40848,2025-06-22,9999-12-31,True
698,19,71156,2025-12-09,9999-12-31,True
699,52,46904,2025-12-14,9999-12-31,True
700,71,60501,2025-07-27,9999-12-31,True
701,99,74841,2025-03-26,9999-12-31,True
702,94,65393,2025-08-28,9999-12-31,True
703,88,61944,2025-03-07,9999-12-31,True
704,94,75586,2025-11-15,9999-12-31,True
705,17,22943,2025-10-01,9999-12-31,True
706,13,38038,2025-01-14,9999-12-31,True
707,84,60307,2025-07-21,9999-12-31,True
708,77,40992,2025-10-31,9999-12-31,True
709,75,22106,2025-10-16,9999-12-31,True
710,53,34282,2025-12-06,9999-12-31,True
711,89,63382,2025-01-14,9999-12-31,True
712,23,35347,2025-02-12,9999-12-31,True
713,22,75066,2025-11-26,9999-12-31,True
714,95,66959,2025-08-08,9999-12-31,True
715,74,35061,2025-03-11,9999-12-31,True
716,27,41989,2025-08-25,9999-12-31,True
717,1,50766,2025-04-04,9999-12-31,True
718,57,59532,2025-01-26,9999-12-31,True
719,15,30563,2025-05-14,9999-12-31,True
720,96,56955,2025-07-14,9999-12-31,True
721,88,44825,2025-06-17,9999-12-31,True
722,62,33968,2025-04-19,9999-12-31,True
723,29,39338,2025-08-21,9999-12-31,True
724,32,20336,2025-06-17,9999-12-31,True
725,83,43098,2025-06-22,9999-12-31,True
726,29,70816,2025-07-14,9999-12-31,True
727,65,66950,2025-05-23,9999-12-31,True
728,13,42457,2025-08-04,9999-12-31,True
729,85,38077,2025-05-10,9999-12-31,True
730,33,37184,2025-02-11,9999-12-31,True
731,46,45070,2025-08-29,9999-12-31,True
732,46,66009,2025-01-10,9999-12-31,True
733,1,27949,2025-10-04,9999-12-31,True
734,15,27213,2025-01-27,9999-12-31,True
735,72,33717,2025-06-29,9999-12-31,True
736,41,33688,2025-04-25,9999-12-31,True
737,81,76658,2025-11-29,9999-12-31,True
738,31,72258,2025-02-05,9999-12-31,True
739,41,48156,2025-11-30,9999-12-31,True
740,43,32997,2025-01-21,9999-12-31,True
741,75,24955,2025-01-16,9999-12-31,True
742,3,58274,2025-05-07,9999-12-31,True
743,63,62211,2025-04-13,9999-12-31,True
744,58,55466,2025-01-11,9999-12-31,True
745,34,32219,2025-11-15,9999-12-31,True
746,31,50826,2025-03-20,9999-12-31,True
747,69,38145,2025-05-03,9999-12-31,True
748,71,37244,2025-03-06,9999-12-31,True
749,18,67123,2025-08-31,9999-12-31,True
750,68,23209,2025-12-09,9999-12-31,True
751,64,62756,2025-02-28,9999-12-31,True
752,30,33476,2025-10-16,9999-12-31,True
753,6,69610,2025-04-22,9999-12-31,True
754,43,78084,2025-08-27,9999-12-31,True
755,48,79204,2025-12-25,9999-12-31,True
756,77,59989,2025-05-12,9999-12-31,True
757,4,65114,2025-07-08,9999-12-31,True
758,60,72856,2025-03-27,9999-12-31,True
759,12,32334,2025-11-07,9999-12-31,True
760,83,73442,2025-11-07,9999-12-31,True
761,83,34866,2025-02-28,9999-12-31,True
762,52,63074,2025-03-25,9999-12-31,True
763,77,26145,2025-06-09,9999-12-31,True
764,77,25415,2025-02-25,9999-12-31,True
765,78,56284,2025-10-24,9999-12-31,True
766,48,57555,2025-01-14,9999-12-31,True
767,42,77899,2025-06-09,9999-12-31,True
768,39,34439,2025-10-22,9999-12-31,True
769,54,55938,2025-12-13,9999-12-31,True
770,85,72002,2025-07-12,9999-12-31,True
771,100,27119,2025-07-23,9999-12-31,True
772,8,70133,2025-04-12,9999-12-31,True
773,11,53474,2025-02-08,9999-12-31,True
774,57,34688,2025-10-31,9999-12-31,True
775,21,27905,2025-12-20,9999-12-31,True
776,81,40158,2025-11-18,9999-12-31,True
777,12,20391,2025-05-05,9999-12-31,True
778,71,22223,2025-02-22,9999-12-31,True
779,58,70025,2025-12-23,9999-12-31,True
780,67,25920,2025-06-04,9999-12-31,True
781,54,60820,2025-12-17,9999-12-31,True
782,20,49017,2025-11-04,9999-12-31,True
783,12,60303,2025-03-03,9999-12-31,True
784,81,77438,2025-10-17,9999-12-31,True
785,3,77915,2025-01-22,9999-12-31,True
786,26,70586,2025-06-27,9999-12-31,True
787,68,73602,2025-09-30,9999-12-31,True
788,58,26952,2025-08-08,9999-12-31,True
789,60,32318,2025-12-05,9999-12-31,True
790,42,53780,2025-07-09,9999-12-31,True
791,28,21653,2025-02-05,9999-12-31,True
792,39,48726,2025-09-17,9999-12-31,True
793,10,49432,2025-11-28,9999-12-31,True
794,11,21773,2025-06-24,9999-12-31,True
795,89,58923,2025-01-07,9999-12-31,True
796,60,72043,2025-08-04,9999-12-31,True
797,91,72674,2025-09-08,9999-12-31,True
798,62,37484,2025-02-24,9999-12-31,True
799,64,76168,2025-08-10,9999-12-31,True
800,11,75051,2025-07-05,9999-12-31,True
801,100,54063,2025-11-22,9999-12-31,True
802,26,72965,2025-08-24,9999-12-31,True
803,99,56640,2025-12-29,9999-12-31,True
804,68,51772,2025-03-20,9999-12-31,True
805,94,52707,2025-08-11,9999-12-31,True
806,5,26576,2025-04-01,9999-12-31,True
807,95,44673,2025-09-25,9999-12-31,True
808,14,67785,2025-11-30,9999-12-31,True
809,34,47095,2025-05-19,9999-12-31,True
810,52,22078,2025-11-12,9999-12-31,True
811,27,40035,2025-10-03,9999-12-31,True
812,40,79495,2025-09-05,9999-12-31,True
813,22,24242,2025-08-27,9999-12-31,True
814,58,48839,2025-08-12,9999-12-31,True
815,9,37847,2025-10-31,9999-12-31,True
816,15,66285,2025-05-18,9999-12-31,True
817,86,51894,2025-06-15,9999-12-31,True
818,29,28705,2025-05-06,9999-12-31,True
819,55,69040,2025-02-14,9999-12-31,True
820,60,37772,2025-05-23,9999-12-31,True
821,13,69786,2025-08-19,9999-12-31,True
822,34,67946,2025-05-05,9999-12-31,True
823,7,41303,2025-08-26,9999-12-31,True
824,9,34040,2025-10-19,9999-12-31,True
825,20,72185,2025-11-09,9999-12-31,True
826,9,47078,2025-12-09,9999-12-31,True
827,99,35303,2025-07-14,9999-12-31,True
828,32,41482,2025-06-22,9999-12-31,True
829,24,49612,2025-01-15,9999-12-31,True
830,90,40509,2025-09-11,9999-12-31,True
831,45,79296,2025-06-16,9999-12-31,True
832,32,29554,2025-04-04,9999-12-31,True
833,4,45841,2025-09-07,9999-12-31,True
834,75,28059,2025-04-19,9999-12-31,True
835,23,60021,2025-07-01,9999-12-31,True
836,31,33039,2025-05-13,9999-12-31,True
837,77,32722,2025-06-24,9999-12-31,True
838,3,27871,2025-05-24,9999-12-31,True
839,89,24027,2025-11-02,9999-12-31,True
840,48,27206,2025-12-26,9999-12-31,True
841,2,65803,2025-05-22,9999-12-31,True
842,49,29816,2025-10-12,9999-12-31,True
843,79,45948,2025-01-06,9999-12-31,True
844,44,64238,2025-09-22,9999-12-31,True
845,83,34322,2025-04-08,9999-12-31,True
846,90,60310,2025-02-13,9999-12-31,True
847,69,33640,2025-05-04,9999-12-31,True
848,36,47655,2025-07-28,9999-12-31,True
849,74,64011,2025-09-08,9999-12-31,True
850,10,64469,2025-10-12,9999-12-31,True
851,96,41962,2025-05-04,9999-12-31,True
852,85,66659,2025-12-20,9999-12-31,True
853,59,66653,2025-09-01,9999-12-31,True
854,26,67430,2025-11-27,9999-12-31,True
855,6,41215,2025-12-31,9999-12-31,True
856,33,53323,2025-09-09,9999-12-31,True
857,23,53110,2025-08-18,9999-12-31,True
858,17,39238,2025-01-09,9999-12-31,True
859,88,55648,2025-02-17,9999-12-31,True
860,3,48765,2025-05-31,9999-12-31,True
861,8,56482,2025-04-24,9999-12-31,True
862,54,47234,2025-07-27,9999-12-31,True
863,92,30949,2025-12-21,9999-12-31,True
864,27,75101,2025-05-05,9999-12-31,True
865,18,35402,2025-06-06,9999-12-31,True
866,8,31248,2025-12-06,9999-12-31,True
867,95,42100,2025-10-25,9999-12-31,True
868,7,43791,2025-07-08,9999-12-31,True
869,44,52140,2025-08-31,9999-12-31,True
870,19,27942,2025-10-11,9999-12-31,True
871,29,20663,2025-09-29,9999-12-31,True
872,4,32901,2025-06-26,9999-12-31,True
873,97,56062,2025-08-06,9999-12-31,True
874,85,72481,2025-10-09,9999-12-31,True
875,76,33023,2025-06-19,9999-12-31,True
876,68,22280,2025-06-30,9999-12-31,True
877,17,43311,2025-12-26,9999-12-31,True
878,18,62601,2025-08-21,9999-12-31,True
879,51,53120,2025-05-19,9999-12-31,True
880,4,35960,2025-06-06,9999-12-31,True
881,28,67544,2025-05-09,9999-12-31,True
882,7,24121,2025-04-29,9999-12-31,True
883,20,32899,2025-03-03,9999-12-31,True
884,87,25890,2025-04-09,9999-12-31,True
885,57,54263,2025-06-11,9999-12-31,True
886,79,21839,2025-03-03,9999-12-31,True
887,77,72901,2025-10-02,9999-12-31,True
888,70,69865,2025-12-20,9999-12-31,True
889,84,57742,2025-04-05,9999-12-31,True
890,80,52369,2025-04-09,9999-12-31,True
891,20,27475,2025-04-21,9999-12-31,True
892,82,72852,2025-09-05,9999-12-31,True
893,47,34350,2025-05-22,9999-12-31,True
894,55,69007,2025-10-29,9999-12-31,True
895,22,39390,2025-09-26,9999-12-31,True
896,41,22125,2025-11-02,9999-12-31,True
897,51,37222,2025-05-25,9999-12-31,True
898,79,72746,2025-02-21,9999-12-31,True
899,11,76951,2025-04-10,9999-12-31,True
900,79,36817,2025-06-01,9999-12-31,True
901,95,76596,2025-04-27,9999-12-31,True
902,91,34867,2025-07-04,9999-12-31,True
903,17,61131,2025-04-02,9999-12-31,True
904,22,27549,2025-06-04,9999-12-31,True
905,35,76599,2025-01-08,9999-12-31,True
906,13,59489,2025-12-29,9999-12-31,True
907,37,78826,2025-10-01,9999-12-31,True
908,59,34735,2025-03-06,9999-12-31,True
909,72,59775,2025-05-21,9999-12-31,True
910,51,30210,2025-01-24,9999-12-31,True
911,43,61849,2025-01-28,9999-12-31,True
912,14,20764,2025-10-11,9999-12-31,True
913,62,37902,2025-05-30,9999-12-31,True
914,93,25853,2025-12-24,9999-12-31,True
915,36,76337,2025-03-06,9999-12-31,True
916,47,42822,2025-11-23,9999-12-31,True
917,9,52871,2025-09-09,9999-12-31,True
918,64,74779,2025-02-22,9999-12-31,True
919,61,46208,2025-01-07,9999-12-31,True
920,33,64700,2025-10-21,9999-12-31,True
921,79,22748,2025-05-26,9999-12-31,True
922,70,69864,2025-08-29,9999-12-31,True
923,66,49095,2025-09-03,9999-12-31,True
924,79,76000,2025-08-14,9999-12-31,True
925,49,60489,2025-06-24,9999-12-31,True
926,86,59380,2025-04-05,9999-12-31,True
927,84,29598,2025-01-27,9999-12-31,True
928,30,40477,2025-05-10,9999-12-31,True
929,27,36238,2025-09-02,9999-12-31,True
930,73,61365,2025-02-28,9999-12-31,True
931,25,25343,2025-02-03,9999-12-31,True
932,26,60340,2025-07-25,9999-12-31,True
933,22,40701,2025-09-09,9999-12-31,True
934,76,29306,2025-02-07,9999-12-31,True
935,59,25633,2025-10-23,9999-12-31,True
936,2,56901,2025-11-19,9999-12-31,True
937,13,76703,2025-12-18,9999-12-31,True
938,55,49669,2025-01-28,9999-12-31,True
939,23,78541,2025-03-19,9999-12-31,True
940,54,55043,2025-03-18,9999-12-31,True
941,13,72148,2025-10-16,9999-12-31,True
942,10,79820,2025-06-05,9999-12-31,True
943,97,42427,2025-02-13,9999-12-31,True
944,78,42628,2025-05-08,9999-12-31,True
945,45,37300,2025-03-02,9999-12-31,True
946,8,26515,2025-10-13,9999-12-31,True
947,52,23022,2025-08-02,9999-12-31,True
948,18,69618,2025-11-07,9999-12-31,True
949,81,61387,2025-11-02,9999-12-31,True
950,14,51288,2025-11-13,9999-12-31,True
951,48,24489,2025-04-26,9999-12-31,True
952,74,78509,2025-09-25,9999-12-31,True
953,89,42602,2025-07-14,9999-12-31,True
954,7,28164,2025-08-19,9999-12-31,True
955,97,33263,2025-08-15,9999-12-31,True
956,71,47614,2025-06-02,9999-12-31,True
957,5,31040,2025-10-29,9999-12-31,True
958,21,58397,2025-08-08,9999-12-31,True
959,33,44465,2025-06-06,9999-12-31,True
960,77,57064,2025-10-19,9999-12-31,True
961,24,73666,2025-11-14,9999-12-31,True
962,37,79077,2025-01-31,9999-12-31,True
963,42,68025,2025-11-09,9999-12-31,True
964,78,26996,2025-02-20,9999-12-31,True
965,27,30702,2025-04-17,9999-12-31,True
966,6,78130,2025-11-17,9999-12-31,True
967,21,46639,2025-04-19,9999-12-31,True
968,75,46920,2025-05-16,9999-12-31,True
969,42,36969,2025-12-05,9999-12-31,True
970,88,49890,2025-02-11,9999-12-31,True
971,96,52176,2025-03-22,9999-12-31,True
972,77,46781,2025-05-03,9999-12-31,True
973,4,79264,2025-03-30,9999-12-31,True
974,67,39061,2025-10-10,9999-12-31,True
975,20,41577,2025-02-08,9999-12-31,True
976,48,34255,2025-03-22,9999-12-31,True
977,7,63202,2025-01-02,9999-12-31,True
978,21,66880,2025-07-29,9999-12-31,True
979,56,46022,2025-08-19,9999-12-31,True
980,18,29787,2025-12-19,9999-12-31,True
981,97,56284,2025-11-01,9999-12-31,True
982,43,48569,2025-08-29,9999-12-31,True
983,32,79327,2025-05-30,9999-12-31,True
984,5,35787,2025-01-17,9999-12-31,True
985,63,62719,2025-04-29,9999-12-31,True
986,100,51364,2025-05-28,9999-12-31,True
987,74,79411,2025-12-28,9999-12-31,True
988,84,76759,2025-05-25,9999-12-31,True
989,99,27764,2025-12-26,9999-12-31,True
990,67,23477,2025-08-21,9999-12-31,True
991,16,77120,2025-02-06,9999-12-31,True
992,93,30427,2025-12-18,9999-12-31,True
993,30,69759,2025-04-30,9999-12-31,True
994,12,61251,2025-05-16,9999-12-31,True
995,52,55959,2025-11-17,9999-12-31,True
996,9,24914,2025-10-29,9999-12-31,True
997,82,79117,2025-12-05,9999-12-31,True
998,4,33964,2025-04-12,9999-12-31,True
999,21,38532,2025-08-06,9999-12-31,True
1000,49,47050,2025-02-28,9999-12-31,True
